"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 14 11:37:13 GMT 2022","Mon Nov 14 11:37:13 GMT 2022","17","firefox","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:37:27 GMT 2022","Mon Nov 14 11:37:27 GMT 2022","15","webkit","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"failed","Mon Nov 14 11:37:17 GMT 2022","Mon Nov 14 11:37:17 GMT 2022","15","firefox","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"failed","Mon Nov 14 11:37:19 GMT 2022","Mon Nov 14 11:37:19 GMT 2022","15","firefox","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"failed","Mon Nov 14 11:37:15 GMT 2022","Mon Nov 14 11:37:15 GMT 2022","5","firefox","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:37:25 GMT 2022","Mon Nov 14 11:37:25 GMT 2022","15","webkit","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:37:09 GMT 2022","Mon Nov 14 11:37:09 GMT 2022","15","chromium","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"failed","Mon Nov 14 11:37:01 GMT 2022","Mon Nov 14 11:37:01 GMT 2022","21","chromium","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:37:21 GMT 2022","Mon Nov 14 11:37:21 GMT 2022","16","webkit","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:37:11 GMT 2022","Mon Nov 14 11:37:11 GMT 2022","16","firefox","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:37:29 GMT 2022","Mon Nov 14 11:37:29 GMT 2022","14","webkit","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"failed","Mon Nov 14 11:37:05 GMT 2022","Mon Nov 14 11:37:05 GMT 2022","15","chromium","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:37:03 GMT 2022","Mon Nov 14 11:37:03 GMT 2022","14","chromium","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:37:23 GMT 2022","Mon Nov 14 11:37:23 GMT 2022","15","webkit","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:37:07 GMT 2022","Mon Nov 14 11:37:07 GMT 2022","15","chromium","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
