"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 14 11:34:16 GMT 2022","Mon Nov 14 11:34:16 GMT 2022","17","chromium","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"failed","Mon Nov 14 11:34:26 GMT 2022","Mon Nov 14 11:34:26 GMT 2022","16","firefox","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"failed","Mon Nov 14 11:34:22 GMT 2022","Mon Nov 14 11:34:22 GMT 2022","23","firefox","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:34:11 GMT 2022","Mon Nov 14 11:34:11 GMT 2022","17","chromium","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:34:30 GMT 2022","Mon Nov 14 11:34:30 GMT 2022","16","webkit","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:34:34 GMT 2022","Mon Nov 14 11:34:34 GMT 2022","15","webkit","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:34:28 GMT 2022","Mon Nov 14 11:34:28 GMT 2022","16","firefox","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"failed","Mon Nov 14 11:34:13 GMT 2022","Mon Nov 14 11:34:13 GMT 2022","16","chromium","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:34:32 GMT 2022","Mon Nov 14 11:34:32 GMT 2022","15","webkit","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"failed","Mon Nov 14 11:34:18 GMT 2022","Mon Nov 14 11:34:18 GMT 2022","16","chromium","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"failed","Mon Nov 14 11:34:24 GMT 2022","Mon Nov 14 11:34:24 GMT 2022","15","firefox","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"failed","Mon Nov 14 11:34:20 GMT 2022","Mon Nov 14 11:34:20 GMT 2022","15","firefox","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:34:36 GMT 2022","Mon Nov 14 11:34:36 GMT 2022","15","webkit","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"failed","Mon Nov 14 11:34:09 GMT 2022","Mon Nov 14 11:34:09 GMT 2022","20","chromium","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"failed","Mon Nov 14 11:34:38 GMT 2022","Mon Nov 14 11:34:38 GMT 2022","14","webkit","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
