"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 16 12:09:25 GMT 2022","Wed Nov 16 12:09:29 GMT 2022","4075","chromium","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"passed","Wed Nov 16 12:10:43 GMT 2022","Wed Nov 16 12:10:48 GMT 2022","5224","firefox","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Wed Nov 16 12:09:57 GMT 2022","Wed Nov 16 12:10:08 GMT 2022","11713","chromium","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Wed Nov 16 12:09:48 GMT 2022","Wed Nov 16 12:09:57 GMT 2022","8527","chromium","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Wed Nov 16 12:10:15 GMT 2022","Wed Nov 16 12:10:32 GMT 2022","17139","firefox","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Wed Nov 16 12:11:28 GMT 2022","Wed Nov 16 12:11:35 GMT 2022","7141","webkit","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Wed Nov 16 12:09:29 GMT 2022","Wed Nov 16 12:09:34 GMT 2022","5481","chromium","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Wed Nov 16 12:11:23 GMT 2022","Wed Nov 16 12:11:28 GMT 2022","5477","webkit","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"passed","Wed Nov 16 12:09:34 GMT 2022","Wed Nov 16 12:09:48 GMT 2022","13633","chromium","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"passed","Wed Nov 16 12:11:59 GMT 2022","Wed Nov 16 12:12:04 GMT 2022","5307","webkit","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Wed Nov 16 12:10:48 GMT 2022","Wed Nov 16 12:10:52 GMT 2022","4174","firefox","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Wed Nov 16 12:10:09 GMT 2022","Wed Nov 16 12:10:15 GMT 2022","5932","firefox","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"passed","Wed Nov 16 12:11:52 GMT 2022","Wed Nov 16 12:11:59 GMT 2022","7120","webkit","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Wed Nov 16 12:11:36 GMT 2022","Wed Nov 16 12:11:52 GMT 2022","16505","webkit","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"passed","Wed Nov 16 12:10:32 GMT 2022","Wed Nov 16 12:10:43 GMT 2022","10935","firefox","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
