"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 16:58:02 GMT 2022","Tue Sep 27 16:58:09 GMT 2022","7426","chromium","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"passed","Tue Sep 27 16:59:36 GMT 2022","Tue Sep 27 16:59:41 GMT 2022","5540","webkit","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Tue Sep 27 16:59:29 GMT 2022","Tue Sep 27 16:59:36 GMT 2022","7087","webkit","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Tue Sep 27 16:58:15 GMT 2022","Tue Sep 27 16:58:23 GMT 2022","8310","chromium","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Tue Sep 27 16:58:31 GMT 2022","Tue Sep 27 16:58:42 GMT 2022","10090","firefox","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Tue Sep 27 16:59:10 GMT 2022","Tue Sep 27 16:59:19 GMT 2022","9227","webkit","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Tue Sep 27 16:58:24 GMT 2022","Tue Sep 27 16:58:31 GMT 2022","7767","firefox","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"passed","Tue Sep 27 16:58:42 GMT 2022","Tue Sep 27 16:58:49 GMT 2022","7745","firefox","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"passed","Tue Sep 27 16:58:49 GMT 2022","Tue Sep 27 16:58:55 GMT 2022","5694","firefox","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Tue Sep 27 16:59:19 GMT 2022","Tue Sep 27 16:59:29 GMT 2022","9319","webkit","registration.spec.ts","Registration page testing","","","ID 1 - Registering a new user with a required field",""
"passed","Tue Sep 27 16:58:09 GMT 2022","Tue Sep 27 16:58:15 GMT 2022","5365","chromium","roadmap.spec.ts","Roadmap page testing","","","ID 4 - Open the path task list on the roadmap page",""
"passed","Tue Sep 27 16:59:01 GMT 2022","Tue Sep 27 16:59:10 GMT 2022","9341","webkit","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
"passed","Tue Sep 27 16:58:55 GMT 2022","Tue Sep 27 16:59:00 GMT 2022","4609","firefox","search.spec.ts","Search testing","","","ID 2 - Find tasks for any defect using search",""
"passed","Tue Sep 27 16:57:56 GMT 2022","Tue Sep 27 16:58:02 GMT 2022","6109","chromium","issues.spec.ts","Issues page testing","","","ID 5 - Open the list of all closed issues on the issues page",""
"passed","Tue Sep 27 16:57:50 GMT 2022","Tue Sep 27 16:57:56 GMT 2022","5636","chromium","download.spec.ts","Download page testing","","","ID 3 - Open the Latest source code in github on the download page",""
